paper_id,cluster_id,umap_x,umap_y
0910.2890,4,4.5388327,-1.8182759
0704.3172,4,4.689207,4.3935814
0901.2729,4,5.034754,-0.96241355
0811.1348,4,4.7591786,-1.8784983
0911.5392,4,3.193241,5.4664364
0903.4231,4,3.1507626,1.2920539
0812.0207,4,2.67093,0.5229871
0909.0964,4,4.6866546,-1.6211873
0809.1469,4,5.6518073,-1.4099134
1001.3829,4,5.683461,-0.7601894
0806.2483,4,4.8967576,-0.84019595
0902.0033,4,4.997874,-1.4520079
0902.0134,4,4.9310684,-0.68265796
0906.0225,4,3.300384,5.4614544
0805.1558,4,5.2440104,-1.2032045
0909.1199,4,5.4885955,-1.9485657
0908.1318,4,5.48535,-1.0360371
0707.0866,4,4.6003847,-0.5796258
0907.3848,4,3.0294597,2.3400233
0908.1659,2,5.4704065,2.784139
0903.1655,4,4.636985,4.818205
0907.2576,3,4.130909,1.4634967
1002.3676,4,5.712152,-1.8765994
0903.4303,4,5.476968,-1.7381326
0909.4521,4,5.74047,-1.8553368
0912.1917,3,3.7689102,5.1689434
1002.3209,4,5.552625,-1.7486098
0903.4919,2,5.464942,4.8425136
0908.4376,4,5.3669677,-2.382531
0807.1060,4,5.327082,-1.5630119
1001.4671,4,3.98277,0.8753153
0912.2894,4,5.653922,-1.9163425
0911.1251,0,5.184703,-1.8845079
0803.3370,4,4.6437674,-1.7843026
0906.0944,4,5.5483694,-1.741055
0910.2441,4,5.3693933,4.631974
0903.1568,4,5.440324,-2.330611
0906.1608,4,5.787876,-1.3825138
0812.1581,4,5.207528,-2.2287045
0906.5182,4,4.8975887,-1.2268455
0906.2476,4,4.626214,-1.7859067
0902.1349,4,5.4292297,-0.07018859
0908.4583,4,4.2790623,-0.37517712
0901.4290,4,4.473997,-1.3432952
1001.0214,1,3.2447474,5.537924
0809.4196,4,4.887356,4.500298
0809.2459,4,5.69929,-1.3097696
0912.1948,4,4.741248,-1.1702609
